,Text,Year
110,The use of gene expression patterns to target and predict functional path ways is an important goal in the post sequence era. This lecture will pro vide a discussion of results from the investigation of both sporadic and hereditary cancers with the focused intent to integrate expression profilingwith mutation status and pathway prediction. Information from both biolog ic and mathematical studies will be described to address the consequenceof specific mutations on a cancer s gene expression profile. The resultssuggest the possibility for gene expression based identification (classifica tion) of mutation positive cancers as well as increased understanding ofthe functional consequences of gene mutations. ,2001
111,In the diagnosis of syndromes malformations of the skull and limbs fre quently occur in the same disorder. This suggests that similar molecularpathways are employed in development of these two evolutionarily distinctstructures. These parallels will be illustrated from work in my laboratory toelucidate the molecular basis of skull (craniosynostosis parietal foramina)and limb (syndactyly brachydactyly type B) malformations. These disor ders commonly show dominant inheritance and the causative genes that Iwill discuss encode proteins of two specific categories transcription factors(MSX2 ALX4 HOXD13 TWIST) and receptor tyrosine kinases (FGFR1 FGFR2 FGFR3 ROR2). Heterozygous loss of function mutations areassociated with abnormal phenotypes (haploinsufficiency) in the case of allfour transcription factors but none of the four receptor tyrosine kinases thisreflects the frequent dosage sensitivity of transcription factors compared tomost other proteins. In contrast diverse gain of function mechanisms(dominant positive or negative) are commonly encountered in receptortyrosine kinase mutations but more difficult to establish for transcriptionfactors although there is evidence for this type of mechanism in specificMSX2 and HOXD13 mutations. Homozygous mutations associated withcomplete loss of function are usually expected to be lethal however in thecase of ROR2 a distinct phenotype occurs recessive Robinow syndrome. Much remains to be learnt about how these proteins are integrated indevelopment but elements of a molecular pathway in the cranial sutureare beginning to emerge. ,2001
112,During mammalian development transcription of Hox genes is activated inpresomitic mesoderm with a time sequence that follows the order of thegenes along the chromosome. Consequently newly formed somites con tain specific combinations of HOX proteins that define their fates. I shalldiscuss the fact that Hoxd1 displays transitory stripes of expression withinpresomitic mesoderm but not in somites. Stabilization of its transcriptsthrough targeted modification uncovered sustained expression in somites reminiscent of other Hox gene patterns suggesting that cyclic activation inpresomitic mesoderm may be a general phenomenon masked by slowtranscript turnover. Accordingly in addition to Hoxd1 and Hoxd3 we showthat the promoters of both Hoxb1 and Hoxd11 transgenes can respond tothis regulation. We propose that colinearity is associated with bursts oftranscriptional activation of Hox genes every time a somite is about to form. This dynamic transcriptional behavior appears to depend upon Notch sig naling as mice deficient for the Su(H)/RBPJk/CBF1 gene the effector ofthe Notch pathway showed severely reduced Hoxd gene expression inpresomitic mesoderm. These results suggest a tight link between Hoxgene activation and the mechanisms behind the segmentation clock. Sucha linkage would coordinate the production of novel segments with theirmorphological specification. ,2001
113,These days genes may aspire to predicting the future but they are alsomessengers from the past. Each gene has its own separate history andhas made its own journey from the deep past to all of us in the present day. Interpreting the messages genes tell us about our ancestors and with itthe history of our species has changed. It has shifted from the accumula tion of summary statistics and the stale comparisons of one populationPlenary Sessions 63with another to the realisation that the history of our species is the history of individuals and their actions. The agents of change have been the uniparental loci found on mitochon drial DNA and the Y chromosome which trace the different histories of menand women. Robust phylogenies and accurate mutation rates introducethe fourth dimension of time into the interpretation of the patterns of genet ic variation. The presentation will be illustrated by examples ranging fromquestions on a global dimension to what can be said of the individualbehaviour and lives of our ancestors. ,2001
114,Genetic factors play a key role in host response disease severity and ulti mate outcome of infection with Mycobacterium tuberculosis in humans. Using a mouse model of susceptibility to Mycobacterial infections we haveisolated the Nramp1 gene by positional cloning. Loss of function mutations at Nramp1 in mice cause susceptibility to infection with unrelated intracel lular parasites by impairing macrophage function. Recently it was shownthat polymorphic variants at the human NRAMP1 gene are associated with susceptibility to tuberculosis and leprosy in certain endemic areas of dis ease. The Nramp1 protein is expressed in macrophages and neutrophils ina subcellular compartment that is rapidly recruited to the membrane of thephagosome soon after phagocytosis of inert particles or live bacteria. Recruitment of Nramp1 to the phagosomal membrane interferes with theability of intracellular parasites to inhibit phagolysosome formation. Micro fluorescence imaging in intact cells of single phagosomes containing par ticles labeled with metal sensitive fluorescent dyes demonstrate thatNramp1 protein functions as a pH dependent divalent cation efflux pump. To identify additional genes responsible for differences in host response toMycobacterial infections ninety five animals of an informative F2 crossderived from highly susceptible DBA/2J and resistant C57Bl/6J parents were infected intravenously with M. tuberculosis (1 X 10 5CFU) and dura tion of survival was used as a quantitative phenotypic measure of suscep tibility in a whole genome scan. Quantitative trait locus analysis (QTL)showed that the genetically controlled susceptibility was multigenic. QTLanalysis identified two significant linkages on the distal portion of chromo some 1 (LOD 4.80) and on the proximal portion of chromosome 7 (LOD 4.66) that each account for approximately 21% of the phenotypic variance. A third suggestive linkage was identified on the proximal portion of chro mosome 3 (LOD 3.93 additional 18% of the variance). At each locus homozygosity for the parental C57Bl/6J alleles was associated withincreased resistance to infection. The role of these three loci in regulatingM. tuberculosis replication in the lungs is currently being validated in addi tional experiments using aerosol infection and using bacterial replicationas a quantitative trait. Such novel mouse loci provide the basis for evalu ating a possible association of the corresponding syntenic chromosomalregions in humans with susceptibility to tuberculosis. ,2001
115,Preimplantation genetic diagnosis (PGD) following in vitro fertilization (IVF) cleavage stage embryo biopsy and single cell genetic analysis hasbecome increasingly established over the last ten years as a viable alter native to conventional prenatal diagnosis for both chromosomal and singlegene defects (Handyside and Delhanty 1997). The first pregnancies wereestablished in 1989 in a series of couples at risk of various X linked reces sive diseases by identifying (unaffected or carrier) female embryos fortransfer (Handyside et al. 1990). Towards the end of 1999 the EuropeanSociety for Human Reproduction and Embryology (ESHRE) PGD Consor tium reported the first detailed clinical data from 16 centres for 392 cyclescompleted in the period January 1997 to September 1998 (Geraedts et al. 1999). The overall clinical pregnancy rate for this series was 17% peroocyte retrieval or 22% per embryo transfer and data from 82 pregnanciesand 79 children was collected. In the latest data covering a period from1994 to May 2000 1319 cycles from 25 centres are reported with thesame overall pregnancy rate together with the details of 163 pregnanciesand 162 children (Geraedts et al. 2000). The current status of PGD will bebriefly reviewed together with prospects for future developments. Geraedts J. Handyside A. Harper J. Liebaers I. Sermon K. Staessen C. Thornhill A. Vanderfaeillie A. and Viville S. (1999). ESHRE Preim plantation Genetic Diagnosis (PGD) Consortium: preliminary assessmentof data from January 1997 to September 1998. ESHRE PGD ConsortiumSteering Committee. Hum Reprod 14 3138 48. ,2001
116,We now know the sequence of DNA within the human genome. However this linear information is an incomplete description of our genetic informa tion. Many levels of chromatin structure are involved in regulating geneexpression in a heritable (epigenetic) manner. Recently attention hasturned to the spatial organisation and functional compartmentalisation ofchromosomes and of the nucleus itself in the quest to understand how theexpression of complex genomes is regulated. I will present evidence that individual human chromosomes occupy specif ic positions within the nucleus in both fixed and living cells. Gene richhuman chromosomes general localise towards the interior of the nucleuswhereas gene poor chromosomes are positioned towards the edge of thenucleus. Chromosome positioning in relation to cell cycle changes and tocertain disease states will be discussed. Relationships between nuclearorganisation and the occurrence of chromosome rearrangements in thehuman population will also be examined. Evidence from model organisms suggests that the nuclear organisation ofindividual genes can be important in their regulation. I will present our stud ies that begin to reveal the nuclear organisation of genes from differentparts of the human genome. I will show that individual genes occupy pre ferred sites within interphase chromosome territories but that some genesappear to occupy positions within the nucleus that are quite distinct formthe space taken up by the rest of the chromosome to which they belong. Concurrent Symposia ,2001
117,Similarities in the prenatal development of the mouse and human CNShave allowed for extensive extrapolation between species and a rapidlyincreasing understanding of factors involved in both normal and abnormaldevelopment. Of particular interest for this review are the formation andclosure of the neural tube events that occur during the third and fourthweeks of human embryogenesis. Neural tube closure is initiated at similardevelopmental stages in the mouse and human but its progression differs. In the mouse there is an intermittent anterior closure site at the mid brain/hindbrain junction while humans lack this intermittent site. This hassignificant implications relative to our interpretation of the genesis ofhuman neural tube defects. Research utilizing mice has helped to reveal key cell populations andmechanisms that are involved in the genesis of neural tube defects as wellas other CNS abnormalities including holoprosencephaly and hydro cephaly. Additionally a range of causative environmental genetic andmultifactorial insults have been examined that are relevant not only tomajor CNS malformations but also behavioral abnormalities. For example ethanol which is the most common nonhereditary cause of mental retar dation kills selective cell populations in the neural plate and early neuraltube. The pattern of apoptosis resulting from acute ethanol exposure is readilyrelated to failure of the neural tube to close deficiencies in the forebrainmidline and also to subsequent hindbrain abnormalities. Ethanol also killsselected CNS populations at fetal and perinatal stages of development. Another condition cholesterol deficiency as underlies the human mentalretardation/malformation syndrome Smith Lemli Opitz (SLO) also cancause selective cellular loss. This selective vulnerability appears to berelated at least in part to a signaling pathway involving sonic hedgehogand the involvement of cholesterol in hedgehog protein function. Both Shh gene knockout and selective modification of the gene that ismutated in SLO are examples that will be presented to illustrate the utilityof mouse models for the exploration of normal and abnormal CNS devel opment. The following web site is recommended as a resource for micro 64 Concurrent Symposiagraphs illustrating mouse and human embryogenesis ,2001
118,Mental retardation (MR) is a significant medical problem affecting ~2 3% ofgeneral population. MR is not a single disorder rather it is a large (genet ically and clinically) heterogeneous group of disorders with a range ofseverity and associated dysmorphology. When the prevalence of MRbetween the two sexes (males and females) is compared the excess ofmales over females at both ends of the normal IQ distribution is apparent. The existence of these differences in variance of IQ between males andfemales (males show consistently higher variance than females) was ofteninterpreted as supporting evidence for the higher density of genes for men tal retardation on the human X chromosome. This issue still remains con troversial. X linked mental retardation or XLMR is frequent with an estimated preva lence of 1.66/1000 males. Mental retardation can be a component of a syn drome metabolic disorder or neuromuscular disorder or MR can be anexclusive phenotype affecting only the development of cognitive function. There are numerous (>210) mental retardation entries in OMIM (syndromicand non specific) associated with the human X chromosome. AutosomalMR is much less characterised especially the non specific forms. Currently there are 33 known XLMR genes. The majority of these aregenes for syndromic types of XLMR (eg. fragile X syndrome FMR1 alpha thalassemia mental retardation syndrome ATRX etc.). The number ofgenes for non specific X linked mental retardation (MRX genes) has grownrapidly over the past three years. There are now at least eight such genesrecognised. Based on currently available clinical and molecular data werecently estimated the minimum number of MRX genes to be approxi mately 22. Some lumping of syndromic and non specific phenotypes as a conse quence of different disease causing mutations in the same gene (eg. ATRX RPS6KA3 and MECP2 genes) may reduce the overall number ofXLMR genes. The scenario of many genes affecting normal development of cognitivefunction (eg. MRX genes) is appearing. A large proportion of idiopathic MRremains undiagnosed as a consequence of either the current inability todevise and carry out large scale tests or the existence of as yet undiscov ered cause(s) of MR. This represents a great challenge for future applica tions of large scale genomics approaches like DNA chip and microarraytechnologies in particular. ,2001
119,The completion of the human genome project has revealed a surprisinglow number of predicted genes. One of the consequences of this modestnumber is that we have to look carefully for mechanisms that would gen erate the complexity intrinsic to human development and homeostasis. One of these mechanisms at the transcriptome level is alternative splicing. One of the most common forms of alternative splicing is alternative exonusage where exons can be spliced out or skipped which generates a pat tern of exon usage. In my talk I will discuss results from an extensive analy sis of alternative exon usage within the human transcriptome. Our approach was centered in three aspects mapping of all human cDNAinformation onto the draft of the human genome a genome based cluster ing of the cDNA information and the generation of a binary matrix repre senting all the variation found for each cDNA cluster. The results from this analysis show that alternative exon usage occurs inmore than 40% of known human genes. We have also been able to iden tify more than 100 000 variants. I will discuss several other aspects of thisanalysis including tissue distribution of variants and functional annotation. ,2001
120,The analysis of gene expression data generated with DNA microarraysposes major computational challenges. In this talk we will review the nec essary steps in processing such data. Image analysis is used to collectintensities which then have to be normalized in order to determine ratiosof change between mRNA abundancies under different conditions. Givenresults from many hybridizations genes or conditions are grouped togeth er by similarity using clustering algorithms. Additional knowledge about theconditions e.g. tumor types pose the problem of identifying characteristicfeatures in the expression data that are associated with the those types. For several of these steps we will also suggest novel approaches and giveexamples of their application. ,2001
121,Genetic and molecular genetic analyses of the Drosophila circadian sys tem originally identified the period protein as a clock molecule that con tributes to circadian pacemaker function. The gene shows robust circadianrhythms of transcription mRNA and protein expression with strong evi dence in favor of autoregulation. This raised the hypothesis that transcrip tion and macromolecular metabolism a transcription translation feedbackloop was central to the mechanism(s) that generated circadian rhythms. This model is still viable today and transcriptional regulation plays a promi nent role in contemporary circadian studies. Subsequent work identified atleast seven new Drosophila clock genes tim Clock cycle doubletime cry pdf and vrille. There is now a good picture of what these different gene products do and how they collaborate during the 24 hr cycle. Most if not allof these genes have mammalian orthologs which function in a very simi lar manner in mice. Therefore the transcription translation feedback loophypothesis also appears to be central to mammalian clocks. Moreover arecent human sleep disorder family has been described with a mutation ina human period gene protein. Despite all of this substantial recentConcurrent Symposia 65progress there are a large number of questions that remain unanswered. Prominent among these are how 24 hr timing is achieved and why theapparent differences in cryptochrome (cry) function between flies and mammals. New features of these and other issues will also be discussed. Finally some evolutionary issues will be considered in an attempt to pro vide a framework for considering together different circadian systems ,2001
122,The thalassaemias are the commonest monogenic diseases. As the coun tries in the developing world go through the demographic transitiontowards improved living conditions many babies with these diseases who hitherto would have died are now surviving. Recent studies have con firmed the long held belief that these conditions have reached their highgene frequency by natural selection acting on local mutations. These dis orders have remarkably diverse phenotypes and it is now clear that thisresults from the action of a number of primary secondary and tertiarygenetic modifiers together with major environmental effects. Thus these diseases offer a model system for understanding the phenotypic diversityof monogenic disease for underlining the problems that will be encoun tered when attempting to analyse multifactorial diseases and for the appli cation of the tools of molecular genetics to the problems of the developingcountries. ,2001
123,The genetically distinct populations of South Africa provide valuable infor mation for molecular research. Only a small fraction of the sequencechanges that arose in Africa has spread to Europe and other countries. Theindigenous Khoisan people and African Negro slaves contributed to theunique gene pool of the white Afrikaner population (~3 million) that origi nated from approximately 2000 settlers who emigrated from Holland Ger many and France in the late 17th and early 18th centuries with a lesserincrement from England in the 19th century. This group provides an excel lent example of founder events in human evolution. The origin of theColoured population of South Africa can be traced back to 1652 whenmarriages between European colonists and the two indigenous popula tions the Khoi and the San occurred relatively frequently. An additionalgene flow to this gene pool came from the Indian traders and slaves fromEast Africa and Madagascar who were either completely Negroid orNegroid with Malay or Indonesian admixture. The high prevalence of several genetic diseases in the Afrikaner popula tion resulted from a reduction in genetic variability due to geographic iso lation and religious/cultural bonds coupled to rapid population expansionover 10 12 generations. This was confirmed by molecular analysis of dis eases such as familial hypercholesterolaemia variegate porphyria andhereditary haemochromatosis. These studies illustrated the importance ofgenetic factors underlying population/ethnic differences in disease risk anddefined the recently admixed Coloured population as a valuable candidatepopulation for the identification of genes/mutations underlying complex dis eases. This population is currently studied extensively in an attempt toidentify genetic factors associated with hypertension or modified risk of HIVinfection and progression to AIDS. Information gained through the analysisof disease profiles in the African context has contributed to our under standing of why certain diseases affect different populations at differentrates. ,2001
124,The Jews are a people of Middle Eastern origin who have retained theirreligious and genetic identity over 2000 years of Diaspora. Estimates ofhistorical admixture are as low as 0.5% per generation suggesting thatJews remained endogamous. During the Diaspora Jews established geo graphically dispersed communities in Central and Eastern Europe (Ashke nazim) North Africa the Balkans and the Levant (Sephardim) Iran andIraq Uzbekistan Yemen and the Gulf states and Italy as well as else where. Many Mendelian genetic conditions have been identified withinthese Jewish groups that share the feature of having founder mutationswith heterozygote frequencies that exceed 1%. Mutations for some ofthese conditions such as Tay Sachs disease Bloom syndrome familialdysautonomia phenylketonuria and oculopharngeal muscular dystrophy are found exclusively within certain Diapora groups and must have arisenduring a period of relatively recent geographic isolation. Mutations for otherconditions such as familial Mediterranean fever cystic fibrosis GJB166 Concurrent Symposiadeafness and Gaucher disease are shared between Jewish groups and non Jewish groups of the Mediterranean basin suggesting a more ancientorigin. Mutations in the BRCA1 and Factor XI genes common to Ashkenaziand Iraqi Jews are likely to have arisen among the Jews of ancient Pales tine in pre Diaspora times. The observed intervals of linkage disequilibriumfor these conditions tend to correlate inversely with the postulated dates oforigin of the founder mutations. The presence of so many founder muta tions facilitates genetic testing including heterozygote screening for auto somal recessive conditions. For Ashkenazi Jews multiplex heterozygotescreening for 10 autosomal recessive conditions is now practical. Con versely the observation of founder mutations occurring in linkage disequi lbrium intervals that may span up to 7 cM suggests that association stud ies using genetic markers in linkage disequilibirum may facilitate discoveryfor new disease genes. ,2001
